medicine_id,medicine_name,category,company,dosage_mg,pack_size,manufacturing_cost,import_status,demand_level,expiry_months,prescription_required,price
2578,Ace,Injection,Beximco,1000,20,166.44,Local,Low,18,0,398.94
2579,Napa,Syrup,NovoNordisk,250,5,120.09,Local,Medium,20,1,174.35
2580,Histacin,Syrup,Beximco,100,10,173.93,Local,Medium,35,1,244.98
2581,Histacin,Injection,Square,100,10,143.92,Imported,Low,29,0,469.65
2582,Histacin,Tablet,Renata,100,10,164.07,Local,Low,22,0,273.37
2583,Histacin,Injection,Beximco,100,20,35.54,Imported,Medium,26,1,123.0
2584,Ace,Capsule,Square,250,1,44.39,Imported,Medium,28,1,163.03
2585,Histacin,Syrup,Incepta,250,1,107.46,Local,Low,17,1,178.5
2586,Histacin,Capsule,Beximco,500,20,132.66,Local,High,25,1,327.15
2587,Ceevit,Capsule,Renata,500,20,95.68,Local,Low,36,0,236.52
2588,Ace,Capsule,Square,250,5,84.2,Imported,Low,18,0,232.22
2589,Seclo,Tablet,NovoNordisk,50,1,85.58,Imported,High,7,0,273.24
2590,Paracetamol,Tablet,Square,100,5,73.45,Imported,High,11,1,246.74
2591,Ceevit,Injection,Beximco,500,20,127.51,Imported,Medium,26,1,330.73
2592,Seclo,Syrup,Beximco,50,1,27.0,Local,Low,33,1,63.67
2593,Paracetamol,Capsule,Square,50,10,146.21,Local,High,18,1,261.02
2594,Histacin,Injection,Renata,50,10,15.62,Imported,Low,19,1,140.03
2595,Paracetamol,Tablet,Incepta,100,10,17.39,Local,Low,35,0,42.67
2596,Paracetamol,Capsule,NovoNordisk,1000,5,73.28,Local,Medium,8,1,103.17
2597,Paracetamol,Capsule,Renata,1000,10,97.26,Local,Low,11,1,127.93
2598,Insulin,Syrup,NovoNordisk,1000,20,30.76,Local,High,25,0,81.79
2599,Ceevit,Syrup,Renata,100,1,82.38,Local,Low,16,0,112.3
2600,Insulin,Injection,Beximco,500,20,102.19,Imported,Medium,7,1,332.19
2601,Paracetamol,Injection,Renata,500,5,165.13,Local,Low,22,1,367.97
2602,Ceevit,Capsule,NovoNordisk,500,20,170.97,Local,High,18,1,452.4
2603,Seclo,Syrup,Incepta,250,5,196.55,Imported,Low,31,1,595.15
2604,Seclo,Capsule,Incepta,50,20,12.18,Imported,Low,18,1,156.62
2605,Insulin,Syrup,Incepta,50,5,161.07,Imported,Medium,13,0,381.11
2606,Paracetamol,Injection,Incepta,250,5,52.83,Local,Low,24,0,116.15
2607,Histacin,Tablet,Renata,250,20,171.81,Imported,Low,18,1,374.49
2608,Seclo,Injection,Beximco,1000,1,129.03,Local,Medium,34,1,261.25
2609,Insulin,Capsule,Incepta,100,10,79.37,Local,Low,31,0,143.64
2610,Ceevit,Syrup,Incepta,500,5,145.07,Local,High,29,1,374.19
2611,Napa,Injection,Incepta,50,1,199.3,Local,Low,28,1,376.01
2612,Paracetamol,Syrup,Square,250,10,54.73,Local,Medium,25,0,118.39
2613,Napa,Tablet,Renata,250,10,133.77,Local,High,22,0,334.2
2614,Seclo,Injection,Beximco,50,20,141.17,Local,Low,33,1,274.27
2615,Paracetamol,Tablet,Beximco,500,1,80.98,Imported,Low,31,0,309.04
2616,Ace,Tablet,Renata,100,20,58.73,Imported,Medium,10,0,174.63
2617,Seclo,Tablet,Square,1000,1,25.21,Local,High,34,1,85.39
2618,Ceevit,Tablet,NovoNordisk,50,10,17.83,Imported,Low,36,0,133.38
2619,Seclo,Capsule,Square,500,10,121.25,Local,Low,30,1,175.46
2620,Seclo,Tablet,Incepta,500,10,174.48,Imported,Medium,14,0,474.87
2621,Ace,Injection,Beximco,1000,5,12.58,Local,Low,6,1,19.69
2622,Napa,Capsule,Square,100,10,43.9,Local,Medium,10,1,60.15
2623,Seclo,Syrup,Renata,100,5,57.39,Local,High,19,1,166.03
2624,Insulin,Syrup,Incepta,50,20,97.45,Local,Low,17,0,211.13
2625,Histacin,Capsule,Renata,50,1,143.13,Imported,Low,18,1,374.59
2626,Napa,Injection,Incepta,250,20,144.99,Imported,Medium,34,1,295.37
2627,Ceevit,Syrup,Square,500,1,109.62,Local,High,16,1,186.18
2628,Napa,Syrup,Square,1000,5,74.83,Local,Medium,32,0,113.43
2629,Paracetamol,Tablet,Square,500,10,22.13,Imported,Low,33,1,190.89
2630,Ceevit,Tablet,Beximco,250,20,23.73,Local,High,19,1,68.23
2631,Insulin,Tablet,Beximco,500,1,113.97,Imported,Medium,20,0,247.62
2632,Insulin,Syrup,Square,500,5,127.42,Local,High,24,1,234.86
2633,Seclo,Injection,Beximco,1000,5,149.02,Imported,Medium,28,1,353.61
2634,Seclo,Injection,Renata,500,10,46.8,Local,Low,29,1,114.72
2635,Ace,Tablet,NovoNordisk,1000,10,159.45,Imported,High,13,0,467.57
2636,Ace,Syrup,Renata,500,1,199.54,Local,High,25,0,316.23
2637,Seclo,Syrup,Square,500,20,118.69,Local,Low,12,0,229.39
2638,Ace,Injection,Square,50,5,137.77,Imported,High,6,1,461.61
2639,Napa,Injection,Incepta,500,10,25.18,Local,High,11,1,81.46
2640,Ace,Tablet,Beximco,250,10,104.49,Local,High,12,1,197.5
2641,Ceevit,Capsule,Renata,250,20,19.03,Local,Low,26,0,27.87
2642,Paracetamol,Tablet,Incepta,1000,20,41.17,Local,Low,29,0,88.2
2643,Ace,Syrup,Renata,100,20,73.71,Local,Medium,10,1,151.91
2644,Napa,Capsule,Renata,100,20,104.77,Local,Low,32,1,209.06
2645,Ace,Injection,NovoNordisk,250,10,104.86,Local,Low,14,0,253.52
2646,Ace,Capsule,Incepta,250,20,137.29,Local,Medium,23,0,263.28
2647,Seclo,Tablet,NovoNordisk,100,5,180.91,Imported,Low,6,1,541.41
2648,Ceevit,Tablet,NovoNordisk,500,1,33.65,Local,Low,12,0,46.17
2649,Paracetamol,Syrup,Beximco,100,10,92.02,Local,High,19,0,258.26
2650,Histacin,Capsule,Incepta,250,20,183.73,Local,Medium,31,0,412.55
2651,Ace,Capsule,Incepta,1000,10,171.61,Imported,Medium,25,0,421.09
2652,Ace,Tablet,Beximco,100,1,171.26,Imported,Low,33,1,332.45
2653,Paracetamol,Syrup,Incepta,1000,5,169.07,Local,Low,25,0,269.44
2654,Ceevit,Capsule,Incepta,250,1,145.53,Local,Low,13,0,308.31
2655,Napa,Capsule,NovoNordisk,1000,5,77.31,Local,High,11,0,184.15
2656,Insulin,Tablet,Renata,50,10,75.42,Local,High,35,0,198.33
2657,Paracetamol,Capsule,Beximco,250,10,167.77,Imported,Low,29,0,391.24
2658,Ceevit,Capsule,NovoNordisk,250,10,156.28,Imported,Medium,19,1,380.75
2659,Paracetamol,Tablet,Incepta,250,10,191.52,Local,Medium,27,1,468.11
2660,Ace,Syrup,Square,250,1,83.51,Local,Low,11,1,198.01
2661,Napa,Capsule,Renata,500,1,195.18,Imported,High,35,0,530.47
2662,Ceevit,Capsule,NovoNordisk,100,10,171.32,Imported,Low,27,0,431.17
2663,Paracetamol,Injection,NovoNordisk,50,20,38.29,Local,High,23,1,77.55
2664,Ceevit,Syrup,Incepta,50,5,50.31,Local,Low,18,1,112.74
2665,Insulin,Tablet,Beximco,250,10,191.78,Local,Medium,18,1,307.87
2666,Napa,Injection,Renata,100,10,74.06,Imported,Medium,26,0,282.57
2667,Histacin,Tablet,Incepta,50,1,103.65,Imported,Medium,14,0,282.84
2668,Seclo,Syrup,Beximco,50,1,78.46,Imported,Low,7,0,222.75
2669,Insulin,Tablet,Renata,50,5,193.33,Imported,Low,24,0,528.25
2670,Ceevit,Tablet,Renata,100,1,141.84,Imported,High,15,0,368.78
2671,Histacin,Injection,NovoNordisk,100,20,147.47,Local,Medium,28,0,239.09
2672,Seclo,Injection,Renata,250,20,68.97,Imported,Low,23,0,213.38
2673,Histacin,Capsule,Beximco,1000,10,147.14,Imported,Medium,27,1,367.83
2674,Seclo,Syrup,Beximco,250,5,140.21,Imported,Low,29,0,379.35
2675,Ace,Syrup,Incepta,50,5,20.55,Local,High,22,1,66.27
2676,Insulin,Injection,Square,50,5,169.88,Imported,Medium,30,1,437.4
2677,Paracetamol,Injection,NovoNordisk,500,5,137.27,Local,High,9,1,273.94
2678,Insulin,Injection,Renata,250,20,169.66,Imported,High,14,1,543.51
2679,Paracetamol,Tablet,Renata,250,5,89.82,Imported,Medium,9,1,233.58
2680,Paracetamol,Capsule,NovoNordisk,1000,10,97.35,Imported,High,35,0,340.6
2681,Napa,Syrup,Square,100,10,174.49,Imported,High,21,0,610.9
2682,Insulin,Injection,Square,100,1,194.58,Local,Medium,20,1,323.43
2683,Napa,Injection,Beximco,100,5,36.53,Local,Low,19,1,83.78
2684,Paracetamol,Capsule,Renata,500,10,98.53,Local,Low,28,1,195.85
2685,Seclo,Syrup,Incepta,500,10,180.32,Local,High,22,0,274.15
2686,Insulin,Injection,Beximco,100,20,58.52,Imported,Medium,24,1,239.72
2687,Seclo,Injection,Renata,1000,10,77.86,Imported,Low,8,0,247.26
2688,Histacin,Syrup,NovoNordisk,500,20,50.25,Local,High,27,1,133.67
2689,Napa,Injection,Square,500,5,146.45,Local,Medium,24,0,305.3
2690,Seclo,Capsule,Beximco,50,5,181.22,Imported,High,26,1,586.98
2691,Paracetamol,Tablet,Beximco,100,1,186.36,Local,High,26,1,361.36
2692,Insulin,Injection,Square,500,5,187.99,Imported,Low,33,1,581.06
2693,Ace,Capsule,Beximco,1000,10,133.46,Local,High,23,1,323.66
2694,Histacin,Injection,NovoNordisk,250,1,33.31,Imported,Low,13,0,146.73
2695,Ace,Syrup,Beximco,1000,10,40.85,Local,Low,11,1,75.41
2696,Napa,Syrup,Incepta,1000,5,116.57,Local,Low,10,1,247.57
2697,Seclo,Tablet,NovoNordisk,250,1,17.55,Local,Low,22,0,31.62
2698,Ceevit,Injection,NovoNordisk,50,20,40.75,Local,Medium,32,0,69.9
2699,Insulin,Capsule,Square,100,5,54.88,Local,High,8,1,148.49
2700,Insulin,Injection,Incepta,1000,20,119.38,Local,High,18,1,253.35
2701,Ace,Syrup,Renata,250,1,178.27,Local,High,11,0,437.71
2702,Insulin,Capsule,Beximco,100,10,14.11,Imported,Medium,29,0,96.34
2703,Napa,Injection,Incepta,250,10,183.7,Imported,Low,23,0,580.44
2704,Paracetamol,Tablet,Beximco,1000,5,155.75,Local,Medium,20,1,346.79
2705,Insulin,Injection,Beximco,50,20,81.62,Imported,High,24,1,365.18
2706,Ace,Injection,Renata,50,1,182.44,Local,Low,33,1,411.35
2707,Ceevit,Capsule,Beximco,50,1,184.86,Local,Low,20,1,383.64
2708,Ace,Syrup,Beximco,500,5,55.07,Imported,Medium,34,1,190.15
2709,Ceevit,Capsule,Square,500,10,90.8,Local,Medium,14,1,165.98
2710,Seclo,Tablet,NovoNordisk,1000,5,133.67,Imported,Medium,22,0,373.51
2711,Ceevit,Syrup,NovoNordisk,250,10,47.54,Local,Medium,21,1,111.74
2712,Ceevit,Injection,Renata,500,20,151.27,Local,Medium,32,0,251.9
2713,Napa,Injection,Square,1000,10,139.16,Local,High,19,1,352.89
2714,Ace,Capsule,Square,1000,1,45.79,Imported,Low,34,1,161.96
2715,Histacin,Capsule,Incepta,500,20,74.77,Local,Medium,16,1,132.49
2716,Ace,Injection,Beximco,100,1,199.29,Imported,High,7,0,634.59
2717,Histacin,Syrup,Beximco,500,20,136.43,Local,Medium,14,1,292.53
2718,Ceevit,Syrup,Square,250,5,20.57,Local,High,17,0,51.12
2719,Ceevit,Injection,Incepta,1000,5,148.69,Local,Medium,7,1,238.4
2720,Seclo,Tablet,Renata,500,20,111.84,Local,Low,29,0,168.91
2721,Ceevit,Tablet,Incepta,1000,20,49.27,Local,High,35,1,159.18
2722,Insulin,Capsule,Square,1000,10,192.99,Local,Low,28,0,314.74
2723,Insulin,Capsule,Beximco,100,1,160.46,Local,Low,8,0,394.41
2724,Napa,Injection,Incepta,500,1,47.71,Local,High,6,1,134.07
2725,Ceevit,Tablet,Square,500,10,25.11,Imported,Low,32,1,121.35
2726,Insulin,Syrup,NovoNordisk,50,1,195.3,Imported,Low,11,1,544.06
2727,Paracetamol,Syrup,Incepta,250,20,65.63,Imported,Medium,15,1,289.69
2728,Histacin,Syrup,NovoNordisk,500,1,45.23,Local,Medium,8,1,109.61
2729,Paracetamol,Capsule,NovoNordisk,500,1,78.78,Local,Low,12,1,158.43
2730,Seclo,Tablet,NovoNordisk,50,10,88.83,Imported,Medium,23,1,262.93
2731,Paracetamol,Tablet,Renata,250,20,64.41,Imported,High,29,1,289.47
2732,Seclo,Capsule,Beximco,500,20,130.64,Local,Low,24,0,272.16
2733,Paracetamol,Injection,NovoNordisk,250,5,181.91,Local,Medium,6,1,418.31
2734,Histacin,Capsule,Square,100,5,101.86,Local,High,36,0,279.68
2735,Paracetamol,Tablet,Beximco,250,10,16.75,Local,Low,17,0,22.82
2736,Napa,Syrup,Beximco,100,10,132.84,Imported,Low,25,0,356.76
2737,Ace,Capsule,Square,500,5,167.46,Local,Medium,17,1,404.06
2738,Paracetamol,Tablet,Incepta,100,10,43.5,Local,Low,36,1,85.96
2739,Ace,Capsule,Square,100,10,31.68,Imported,High,8,1,198.69
2740,Seclo,Syrup,Incepta,250,20,154.17,Imported,Low,8,0,369.5
2741,Seclo,Tablet,Renata,1000,1,35.88,Imported,High,29,0,201.6
2742,Ace,Injection,Renata,1000,5,18.24,Imported,Low,6,0,140.84
2743,Ceevit,Injection,NovoNordisk,500,10,116.95,Local,High,31,0,256.83
2744,Ceevit,Syrup,Incepta,500,5,168.02,Local,Medium,9,0,272.51
2745,Napa,Tablet,Beximco,500,10,142.63,Imported,Medium,33,1,255.8
2746,Ceevit,Syrup,NovoNordisk,100,20,89.96,Imported,Medium,18,1,277.3
2747,Napa,Capsule,Beximco,100,1,74.98,Imported,Low,29,0,273.02
2748,Histacin,Tablet,Beximco,100,20,158.73,Local,High,17,0,372.75
2749,Ceevit,Syrup,Renata,50,10,182.25,Local,Medium,13,0,335.26
2750,Ace,Capsule,Beximco,1000,10,106.04,Imported,Low,29,1,211.78
2751,Ceevit,Capsule,NovoNordisk,500,10,122.97,Local,Medium,20,1,274.13
2752,Histacin,Tablet,NovoNordisk,250,20,17.57,Imported,Medium,8,1,143.35
2753,Ace,Tablet,NovoNordisk,250,5,20.25,Local,Medium,8,0,48.95
2754,Ace,Tablet,Beximco,500,10,19.56,Local,High,24,0,79.63
2755,Paracetamol,Syrup,NovoNordisk,50,10,14.15,Local,High,36,0,48.21
2756,Insulin,Injection,Renata,500,20,166.1,Local,High,35,0,319.83
2757,Ceevit,Injection,Square,1000,10,89.52,Local,Low,15,1,203.09
2758,Insulin,Injection,Beximco,1000,5,131.75,Local,Medium,9,1,237.13
2759,Ace,Syrup,Square,250,5,106.01,Local,High,18,1,186.69
2760,Seclo,Injection,Beximco,1000,5,153.76,Imported,High,35,1,515.66
2761,Seclo,Injection,Square,1000,1,24.88,Imported,Medium,10,1,130.99
2762,Paracetamol,Syrup,Square,100,20,45.4,Imported,High,26,1,216.55
2763,Ace,Tablet,Incepta,1000,1,105.08,Imported,Low,20,1,296.98
2764,Paracetamol,Tablet,Incepta,500,20,28.89,Local,High,24,1,106.96
2765,Histacin,Tablet,Beximco,250,1,15.33,Imported,Medium,14,0,143.6
2766,Paracetamol,Syrup,Incepta,250,5,106.0,Imported,Medium,21,1,300.97
2767,Insulin,Syrup,Renata,250,1,70.08,Imported,Low,15,0,195.02
2768,Seclo,Syrup,Renata,100,10,66.27,Local,Medium,33,0,114.63
2769,Ace,Injection,NovoNordisk,50,5,133.31,Local,High,22,0,195.42
2770,Insulin,Tablet,Renata,1000,1,155.01,Imported,High,13,0,379.35
2771,Napa,Tablet,Square,50,20,198.94,Local,High,18,1,450.96
2772,Napa,Injection,Renata,50,10,192.03,Local,Low,30,0,269.41
2773,Ceevit,Syrup,NovoNordisk,250,20,116.49,Local,High,25,1,281.22
2774,Ace,Tablet,Square,50,20,186.81,Imported,High,32,0,429.88
2775,Paracetamol,Injection,Beximco,50,20,108.52,Local,Medium,26,0,224.34
2776,Seclo,Syrup,Square,1000,10,113.83,Imported,Medium,26,0,313.75
2777,Insulin,Injection,Square,100,10,38.17,Imported,High,25,0,192.57
2778,Insulin,Injection,Square,100,1,99.73,Imported,Low,20,0,292.63
2779,Seclo,Capsule,Renata,500,20,170.58,Local,Low,21,0,363.67
2780,Seclo,Tablet,NovoNordisk,100,5,126.26,Local,Low,30,0,180.42
2781,Histacin,Injection,Square,100,10,149.62,Imported,High,36,0,362.13
2782,Histacin,Injection,Incepta,500,5,72.83,Imported,Medium,11,0,308.53
2783,Insulin,Injection,Square,1000,20,184.74,Local,Medium,32,1,258.55
2784,Seclo,Syrup,Incepta,100,5,183.75,Local,Medium,28,1,325.96
2785,Paracetamol,Syrup,Square,500,20,135.62,Imported,Medium,11,0,440.42
2786,Napa,Injection,Beximco,50,5,87.01,Local,High,24,1,136.5
2787,Paracetamol,Syrup,NovoNordisk,100,20,43.41,Imported,High,22,0,226.82
2788,Insulin,Tablet,NovoNordisk,1000,20,12.76,Local,Low,29,0,27.31
2789,Paracetamol,Syrup,NovoNordisk,500,5,124.32,Local,Medium,18,1,170.12
2790,Histacin,Syrup,Square,500,5,58.27,Local,Low,23,1,92.6
2791,Seclo,Syrup,Incepta,250,10,196.57,Imported,Medium,34,0,389.06
2792,Ace,Injection,Square,500,1,78.55,Local,High,35,1,184.28
2793,Ceevit,Syrup,Square,500,5,108.54,Imported,Medium,14,0,274.49
2794,Paracetamol,Syrup,NovoNordisk,250,10,54.78,Imported,High,24,0,253.99
2795,Ceevit,Capsule,Square,100,20,117.52,Local,High,6,0,302.63
2796,Ace,Injection,NovoNordisk,50,20,31.85,Local,Medium,19,0,54.61
2797,Histacin,Syrup,Incepta,100,10,54.72,Imported,High,20,1,251.52
2798,Paracetamol,Tablet,Incepta,50,10,168.82,Imported,Low,22,1,397.98
2799,Paracetamol,Syrup,Square,100,5,154.0,Imported,Medium,21,1,442.93
2800,Ceevit,Tablet,Beximco,50,5,174.57,Imported,Medium,15,0,380.89
2801,Insulin,Tablet,Square,100,10,54.92,Imported,Low,19,0,184.0
2802,Ceevit,Injection,Incepta,50,5,113.76,Local,Low,31,0,280.89
2803,Ceevit,Tablet,Square,100,1,20.49,Imported,High,27,1,214.5
2804,Ceevit,Injection,Square,250,1,128.05,Imported,High,28,1,339.1
2805,Ceevit,Injection,NovoNordisk,250,20,196.15,Imported,High,35,1,365.16
2806,Seclo,Capsule,Square,250,5,58.74,Imported,Medium,31,1,253.9
2807,Ace,Injection,Beximco,250,10,55.88,Imported,Low,32,1,238.23
2808,Seclo,Injection,Incepta,1000,1,35.79,Local,High,16,0,110.24
2809,Histacin,Injection,Renata,250,20,106.51,Local,Low,19,0,219.35
2810,Seclo,Capsule,Beximco,50,5,193.26,Local,Low,20,0,336.59
2811,Ace,Syrup,Renata,100,5,60.55,Imported,Low,12,0,203.04
2812,Napa,Capsule,NovoNordisk,50,5,133.88,Imported,Low,21,1,252.21
2813,Napa,Tablet,NovoNordisk,50,10,199.76,Local,Medium,25,1,378.4
2814,Ceevit,Syrup,Beximco,50,10,157.93,Local,High,33,0,318.33
2815,Ceevit,Capsule,Square,250,1,91.34,Local,Low,36,0,146.07
2816,Napa,Syrup,Square,250,1,132.59,Local,Low,13,1,243.05
2817,Ace,Syrup,Incepta,1000,20,126.61,Local,High,12,1,232.12
2818,Ceevit,Injection,Beximco,100,20,125.28,Local,Medium,36,0,181.99
2819,Insulin,Syrup,Incepta,100,10,164.4,Imported,Low,14,0,402.03
2820,Napa,Injection,Square,1000,20,90.29,Imported,Medium,23,1,249.32
2821,Seclo,Capsule,Incepta,500,1,17.89,Local,Low,28,1,41.77
2822,Histacin,Syrup,Beximco,100,20,61.14,Local,Medium,19,0,97.79
2823,Histacin,Capsule,Square,500,5,18.41,Local,High,14,0,83.6
2824,Insulin,Capsule,Beximco,500,20,180.74,Imported,Low,26,1,442.18
2825,Histacin,Injection,Incepta,100,10,143.68,Imported,High,18,1,389.5
2826,Ceevit,Syrup,Renata,100,5,139.72,Local,Medium,28,1,263.14
2827,Histacin,Capsule,Incepta,250,1,81.98,Local,High,7,1,141.89
2828,Ceevit,Syrup,NovoNordisk,1000,10,133.46,Imported,Medium,35,1,313.48
2829,Napa,Capsule,Beximco,250,20,22.27,Local,High,13,1,78.96
2830,Ace,Injection,Beximco,50,20,111.54,Imported,Medium,15,0,410.14
2831,Paracetamol,Syrup,Beximco,500,1,118.75,Local,High,19,1,303.61
2832,Napa,Injection,Incepta,1000,20,16.07,Imported,Medium,25,0,108.13
2833,Ace,Capsule,Renata,250,20,148.63,Imported,Low,34,1,417.32
2834,Napa,Syrup,NovoNordisk,100,5,168.1,Imported,High,36,0,538.16
2835,Napa,Capsule,Renata,100,5,90.75,Imported,Medium,6,1,323.02
2836,Insulin,Capsule,Square,100,10,33.16,Imported,Low,26,1,183.55
2837,Ceevit,Syrup,Beximco,500,5,69.93,Imported,Low,10,1,309.74
2838,Seclo,Capsule,Square,100,20,58.38,Imported,Low,25,0,230.13
2839,Histacin,Syrup,Incepta,50,1,94.13,Local,Medium,27,1,124.5
2840,Ceevit,Tablet,Renata,50,20,114.76,Local,Medium,16,0,267.61
2841,Histacin,Injection,Beximco,100,10,60.63,Local,High,11,1,140.49
2842,Paracetamol,Injection,Incepta,500,20,44.61,Imported,Medium,10,1,151.67
2843,Seclo,Syrup,Renata,250,1,33.35,Local,High,10,0,97.28
2844,Ace,Tablet,Incepta,250,5,100.28,Imported,Medium,18,1,209.2
2845,Ceevit,Capsule,NovoNordisk,250,10,127.0,Imported,High,13,0,317.1
2846,Seclo,Injection,Renata,100,1,102.37,Local,High,32,1,177.5
2847,Insulin,Tablet,NovoNordisk,100,5,80.15,Local,High,10,0,223.82
2848,Histacin,Syrup,NovoNordisk,1000,5,84.6,Imported,High,32,0,287.29
2849,Napa,Tablet,Renata,100,10,48.31,Local,High,22,0,100.4
2850,Histacin,Capsule,Beximco,1000,10,72.92,Local,High,28,0,175.47
2851,Paracetamol,Capsule,Renata,250,1,119.9,Imported,Medium,33,0,232.08
2852,Ace,Tablet,Square,100,20,68.27,Local,Medium,10,0,147.09
2853,Insulin,Capsule,Renata,250,1,151.49,Local,Medium,10,0,372.16
2854,Insulin,Injection,Beximco,1000,1,65.64,Imported,Medium,23,1,191.75
2855,Ceevit,Injection,Square,250,5,62.21,Imported,Medium,17,0,191.56
2856,Seclo,Tablet,Beximco,100,20,66.67,Imported,Low,29,1,252.77
2857,Seclo,Syrup,Square,50,5,135.61,Imported,Medium,31,0,465.63
2858,Paracetamol,Syrup,Beximco,1000,5,123.37,Local,Low,13,1,161.83
2859,Histacin,Capsule,Square,250,5,75.25,Imported,Medium,25,1,166.65
2860,Histacin,Injection,Beximco,50,1,79.28,Local,Low,16,1,173.59
2861,Seclo,Tablet,Renata,50,10,19.84,Imported,Low,12,1,159.47
2862,Insulin,Syrup,Beximco,100,20,182.15,Imported,Medium,30,1,477.98
2863,Napa,Syrup,Renata,50,1,71.51,Imported,High,8,1,292.52
2864,Napa,Injection,Renata,500,20,107.23,Local,Low,26,0,182.62
2865,Paracetamol,Syrup,Incepta,250,20,95.37,Local,Medium,28,0,197.68
2866,Seclo,Injection,Renata,250,10,43.49,Local,Low,32,1,108.07
2867,Insulin,Syrup,Beximco,500,20,69.38,Imported,Medium,19,1,175.83
2868,Histacin,Capsule,Square,500,1,99.64,Imported,High,21,0,241.51
2869,Napa,Syrup,Incepta,100,20,97.17,Local,Low,17,0,139.9
2870,Ace,Syrup,Renata,100,5,83.54,Local,Medium,10,1,126.11
2871,Histacin,Syrup,Beximco,250,20,104.49,Local,Low,10,1,245.14
2872,Ceevit,Tablet,Incepta,100,5,114.53,Imported,High,26,1,400.97
2873,Ceevit,Tablet,NovoNordisk,100,5,104.38,Local,High,21,0,303.64
2874,Ace,Tablet,NovoNordisk,50,20,191.06,Imported,High,35,1,624.73
2875,Seclo,Syrup,Incepta,50,20,69.49,Imported,High,31,1,251.05
2876,Napa,Capsule,Renata,250,1,134.51,Local,High,16,0,302.66
2877,Seclo,Capsule,Beximco,100,20,109.49,Local,High,16,0,254.84
2878,Ace,Injection,Renata,500,1,184.62,Imported,Low,26,1,397.14
2879,Napa,Syrup,Square,250,20,92.08,Local,Low,14,1,134.8
2880,Paracetamol,Tablet,Incepta,500,10,72.32,Local,High,11,0,115.25
2881,Ceevit,Tablet,Square,1000,10,107.33,Local,Low,16,0,242.37
2882,Ace,Capsule,Beximco,100,1,41.37,Local,Medium,7,0,89.59
2883,Napa,Tablet,Square,100,5,108.83,Local,Medium,19,0,217.33
2884,Napa,Capsule,Incepta,1000,10,45.11,Imported,Medium,18,1,218.33
2885,Seclo,Tablet,Beximco,100,20,114.04,Local,Medium,22,1,194.61
2886,Ceevit,Capsule,NovoNordisk,500,5,184.16,Imported,High,21,0,557.92
2887,Insulin,Injection,Square,50,5,196.3,Imported,High,11,0,566.79
2888,Paracetamol,Syrup,Incepta,50,5,187.81,Imported,Low,9,1,500.58
2889,Insulin,Syrup,Renata,250,20,155.72,Imported,High,35,0,441.81
2890,Ceevit,Injection,Incepta,100,5,57.39,Imported,Medium,7,1,157.07
2891,Histacin,Tablet,Beximco,250,5,71.93,Local,Low,7,1,156.42
2892,Insulin,Injection,Square,250,1,41.71,Imported,Medium,33,1,210.11
2893,Seclo,Capsule,Incepta,100,10,106.5,Imported,High,36,1,343.19
2894,Napa,Injection,Square,50,5,44.46,Imported,Low,12,0,234.28
2895,Histacin,Tablet,Square,250,10,120.12,Imported,Low,36,1,230.8
2896,Histacin,Injection,Square,250,1,68.26,Local,Low,30,1,145.13
2897,Seclo,Injection,Renata,250,1,133.24,Imported,High,22,1,378.49
2898,Seclo,Tablet,Renata,1000,1,112.55,Imported,Low,9,0,342.88
2899,Napa,Syrup,NovoNordisk,100,20,166.51,Imported,High,12,1,324.95
2900,Paracetamol,Capsule,Beximco,50,1,10.87,Imported,Low,25,1,159.92
2901,Ace,Tablet,Incepta,50,10,156.71,Local,High,10,1,364.63
2902,Ace,Capsule,NovoNordisk,500,5,174.91,Imported,Low,14,1,451.24
2903,Insulin,Capsule,Incepta,50,10,183.09,Local,Medium,13,1,320.72
2904,Ace,Syrup,Square,50,1,40.02,Imported,Low,22,0,178.1
2905,Ace,Tablet,Renata,50,10,27.02,Local,Low,8,0,58.21
2906,Histacin,Capsule,Renata,1000,1,128.03,Local,Medium,35,1,203.81
2907,Ceevit,Injection,NovoNordisk,50,20,112.08,Imported,High,19,1,335.93
2908,Ceevit,Syrup,Beximco,1000,1,99.35,Imported,High,26,0,373.26
2909,Histacin,Capsule,Renata,500,20,187.84,Local,Low,31,1,372.91
2910,Ceevit,Injection,Renata,500,5,116.38,Imported,High,21,1,343.72
2911,Paracetamol,Tablet,Incepta,250,20,163.47,Local,Medium,24,1,214.29
2912,Ceevit,Capsule,Renata,100,10,132.88,Imported,High,15,0,412.87
2913,Histacin,Tablet,Incepta,50,10,31.41,Local,High,15,0,92.31
2914,Histacin,Syrup,Renata,1000,10,178.42,Imported,Low,16,0,367.06
2915,Napa,Syrup,Renata,100,20,139.4,Imported,Low,8,1,287.45
2916,Napa,Capsule,NovoNordisk,500,1,173.35,Imported,Low,23,1,463.74
2917,Ceevit,Capsule,Beximco,1000,20,194.29,Local,Low,21,1,412.58
2918,Seclo,Injection,Beximco,1000,1,41.97,Local,Low,7,1,97.41
2919,Seclo,Syrup,Beximco,50,10,118.06,Local,High,6,1,331.98
2920,Ceevit,Syrup,NovoNordisk,250,5,164.48,Imported,Medium,7,0,403.55
2921,Napa,Injection,NovoNordisk,1000,10,143.79,Local,Medium,17,1,317.6
